Gene,L1 larvae01,L1 larvae02,L2 larvae01,L2 larvae02,"L3 larvae, 12 hr post-molt01","L3 larvae, 12 hr post-molt02","L3 larvae, dark blue gut PS(1-2)01","L3 larvae, dark blue gut PS(1-2)02","L3 larvae, light blue gut PS(3-6)01","L3 larvae, light blue gut PS(3-6)02","L3 larvae, clear gut PS (7-9)01","L3 larvae, clear gut PS (7-9)02"
CG14767,65.6079,67.3352,54.9794,56.4186,47.9363,49.1901,80.4841,82.6088,122.754,126.049,160.414,164.557
stmA,24.9908,25.0655,18.4282,18.4947,17.3106,17.3547,15.4214,15.463,17.2132,17.245,17.1602,17.2037
CG8740,31.2119,31.2504,24.4815,24.31,37.2544,37.3319,15.9296,15.9603,25.4796,25.2284,33.9447,33.3522
Dmn,36.886,40.6414,43.1065,47.232,40.2925,44.1511,38.1001,41.712,47.0428,51.6228,51.8315,56.7289
sec31,30.2369,30.1968,44.6943,44.7291,39.7892,39.9454,34.3507,34.4513,37.2231,37.2461,29.4771,29.6207
CG13751,29.0771,29.453,39.5592,40.8242,34.3665,35.0999,48.7888,49.6007,53.1901,54.1811,58.887,59.6787
MrgBP,24.095,23.7289,25.8989,25.2635,25.2615,25.0719,24.4385,24.2028,24.8521,24.3933,24.0443,23.4735
Ggamma1,118.122,191.859,86.611,121.85,63.4989,111.064,81.5721,138.607,99.9974,158.873,125.364,184.945
CG8258,193.851,208.858,163.235,175.898,125.076,134.785,63.4543,68.3476,88.212,95.0335,92.2919,99.4107
CG30349,75.6882,79.848,36.1718,38.2226,24.7817,26.0976,11.0277,11.6738,12.8567,13.5543,13.5235,14.315
Pgi,280.815,284.683,255.877,258.824,337.514,341.347,311.581,315.587,193.588,195.409,91.6158,93.0428
CG8243,17.9714,19.1958,19.0769,20.3673,17.3969,18.5721,19.9716,21.3221,28.2139,30.1271,32.6307,34.8467
CG8237,15.2596,15.3424,18.6061,18.759,15.7566,15.8167,18.623,18.657,21.7329,21.985,22.3944,22.5683
CG8235,35.8986,40.8392,41.2467,46.7184,35.2702,40.0924,22.8488,25.8227,21.4772,23.8822,21.2444,23.9363
CG8232,11.9556,12.2065,14.7481,15.0689,11.0236,11.2617,18.3244,18.6931,30.1279,30.808,33.4445,34.3028
CG8230,31.2784,32.2349,36.2437,37.3576,30.977,31.922,26.503,27.3265,27.5451,28.3692,30.0736,31.0024
CG8229,21.2112,25.0166,11.8264,17.0246,15.8352,22.764,15.4367,23.1147,13.4419,18.8915,14.5363,22.1117
CG33199,68.2527,69.0975,52.0598,48.3765,70.5891,65.879,80.2344,76.0363,63.6648,60.5363,58.8884,51.0498
Tom7,149.93,237.326,165.599,262.297,120.34,190.078,90.4007,142.657,67.8374,106.693,78.6707,123.137
Ance-4,40.4724,40.8581,39.8012,40.2217,85.3886,86.2634,66.1307,66.846,52.9379,53.4609,24.1643,24.375
CG8193,13.3202,13.944,38.3301,40.1843,34.076,35.8005,155.934,163.504,78.7149,82.5666,18.0982,18.9065
CG8080,23.2469,23.4613,25.5585,25.6667,26.7603,27.2802,38.104,38.3113,48.2558,48.7178,59.4871,59.7902
Pmm45A,29.2135,30.0757,25.9972,26.7696,46.3346,47.7113,32.3516,33.3128,43.9257,45.2218,58.3343,60.0533
tsu,34.3498,45.6101,47.5207,63.2087,29.9777,39.9482,29.4429,39.2119,36.8096,49.035,48.597,64.7877
Su(var)2-10,28.6372,24.6573,20.0255,17.6577,14.705,13.6602,16.1024,14.088,26.7836,24.7502,34.787,28.6691
CG11784,18.2012,22.3104,27.1166,33.2097,23.7152,28.8628,24.4647,29.8094,20.929,25.4619,22.4616,27.5349
CG18659,18.0637,17.6614,14.4442,14.1012,13.2477,12.3315,17.6867,16.5301,29.4863,28.3221,46.2316,45.0118
alc,50.5932,52.2464,32.946,34.0444,28.5511,29.5053,29.8357,30.8397,38.7383,40.0713,50.7941,52.5805
CG8788,28.2181,26.0147,18.2476,16.2277,28.8923,25.8515,39.4855,34.8564,51.3333,45.7633,90.3955,84.0095
shrb,29.5519,30.9741,34.563,36.9715,34.3919,36.208,52.66,54.8516,76.8144,80.3465,94.6776,102.93
ltd,31.8928,31.872,27.796,27.9734,16.7848,16.4893,31.9222,33.2458,59.1029,62.1665,88.7758,92.5737
CG8026,69.7961,54.3374,58.9717,42.681,45.4529,35.8935,24.8166,19.5121,24.8167,19.3124,40.1242,27.5568
CG8029,610.54,694.192,437.037,496.207,400.034,454.44,258.458,293.811,200.012,227.277,179.459,203.356
CG2063,14.2869,16.0323,14.8683,16.6142,11.8058,13.1861,12.1742,13.6614,14.3104,15.9711,17.0684,19.1239
Myd88,18.7794,19.8554,14.6408,15.3824,15.9401,16.7992,17.6995,18.3868,21.077,22.0145,31.8041,33.9189
CG8801,432.881,478.757,220.343,243.667,169.099,186.88,178.226,197.314,195.128,215.687,202.935,224.4
CG33774,21.9443,24.1518,60.8143,66.6187,48.3723,49.9324,46.6459,51.4235,41.6272,45.063,50.7901,54.1149
wun,31.8542,31.8592,25.6978,25.6992,17.0569,17.0663,23.2811,23.2945,40.6269,40.662,74.9672,74.9781
prel,29.7566,29.965,30.7511,30.9271,26.0538,26.3778,23.1349,23.0387,23.7157,23.8381,23.7722,24.1307
Pdk,43.7726,32.9861,44.1887,35.3696,55.5128,45.4519,78.209,63.9985,87.6903,73.0753,55.6765,46.1449
ced-6,15.2044,15.2416,30.3566,30.9198,28.0841,28.1203,39.9822,39.4731,103.425,104.391,118.883,119.696
CG1809,66.4918,80.9709,89.8614,109.526,39.8083,48.542,94.9961,115.772,36.5143,44.5678,13.5726,16.4881
Not1,35.553,35.7695,35.2203,35.4308,33.8035,33.9179,24.915,24.9464,65.1236,65.3192,65.6271,65.6838
Updo,71.0925,71.573,87.7978,88.9265,56.6133,57.3208,39.7534,39.9056,48.7598,48.7584,63.2863,63.2247
RpL31,5277.79,5814.2,3721.56,4147.68,2783.14,3159.96,2351.39,2610.7,2244.71,2514.44,2276.6,2571.07
CG1902,30.4352,31.8363,42.882,44.8404,25.3843,26.5359,31.3215,32.7468,37.2467,39.0461,53.5984,55.9673
CG30000,12.1873,13.7603,25.7926,29.0905,31.4214,35.4773,30.8338,34.8368,31.1497,35.1093,40.752,45.8794
CG12926,33.5751,32.5821,30.4206,30.0434,18.3563,18.5715,39.0535,39.4765,43.9175,44.7961,38.4298,38.9489
Uba1,62.695,64.3844,80.4501,82.585,77.439,79.497,72.4446,74.3779,124.982,128.304,146.999,150.943
CG42347,21.8168,21.1629,12.8902,12.3425,18.875,17.2966,19.238,19.8451,36.2155,36.3045,47.4012,45.4511
CG1648,190.2,191.136,121.955,127.328,129.52,130.175,115.636,116.444,87.348,88.2851,33.5641,39.0042
CG1599,14.7763,14.7942,20.1533,20.1102,22.5394,22.31,60.3182,60.0968,87.1248,87.0122,134.985,133.207
Prosalpha7,50.2463,53.1157,105.783,111.589,90.3037,95.6168,126.332,133.571,195.086,206.287,261.177,270.991
CG1516,273.373,224.565,262.238,210.257,311.591,253.514,150.355,121.623,157.49,125.067,112.433,83.5849
CG1675,14.9381,14.3079,17.5622,16.4681,17.5406,16.6802,20.1836,19.3736,20.8083,19.5829,24.7179,23.3126
sec24,21.9408,22.3119,26.3286,26.4299,20.4342,20.6223,16.7157,16.7113,30.8738,30.5898,42.9128,43.2801
CG1513,17.2221,20.1544,13.9705,16.1491,13.5874,14.8694,15.4938,15.7777,27.8236,30.0498,39.7801,37.583
CG12140,40.7663,41.2252,60.7183,61.3135,65.9101,66.5848,42.797,43.2106,28.56,28.8497,25.5757,25.8112
Mef2,42.1103,35.138,21.6891,19.9709,23.67,23.0194,17.2257,16.2753,25.4112,23.0133,41.2658,37.8509
CG12130,12.8039,12.5488,15.2236,15.3127,20.0383,19.4672,34.3796,33.047,37.7096,36.2699,38.7408,37.5999
CG1418,13.9723,12.6539,20.7293,17.8463,15.2132,13.6769,14.2568,11.6335,20.2867,17.9659,22.5854,20.2213
Adam,77.3146,80.7765,96.0403,100.315,78.2102,81.6939,47.8963,50.0225,47.38,49.4849,55.8991,58.376
TER94,82.2038,86.7821,189.889,202.726,133.636,141.419,150.701,158.548,287.373,303.22,395.667,417.291
Pka-R2,38.2696,41.9867,25.6266,29.3193,26.7477,31.5156,16.3148,17.3009,33.2569,37.7392,30.6241,31.2902
CG1407,13.9904,13.4349,15.2154,14.6079,11.5154,10.8142,14.3777,13.7066,22.635,21.3244,30.0789,28.6116
CG18445,29.9123,33.78,19.4571,21.9039,22.432,25.3192,32.7859,36.89,63.8175,71.9955,88.4132,99.4545
CG2249,261.642,494.535,297.065,562.285,257.142,484.513,173.091,328.966,85.5738,161.896,72.9252,138.327
CG12918,38.8078,47.6144,67.1611,82.2358,62.9447,77.334,44.9593,55.2044,28.079,34.3172,25.8165,31.7809
mRpL42,50.923,41.8731,53.2916,44.1754,60.4842,50.9425,25.6425,25.0486,26.6154,22.211,25.248,20.9025
CG1371,44.6836,47.0772,61.4717,64.5152,40.4723,42.5852,17.9379,18.8939,22.1728,23.3566,25.4373,26.793
egr,16.9637,18.1435,11.5423,12.3398,12.6818,13.5522,26.3492,28.1574,26.1789,27.9976,21.2291,22.6968
Jra,28.9014,29.6625,20.5873,21.0669,18.5446,18.9282,26.6496,27.1227,35.0675,35.6936,49.652,50.5572
CG1381,128.179,139.699,64.2635,70.0443,41.3192,45.0794,18.6496,20.3322,20.5154,22.3535,23.2554,25.2754
14-3-3zeta,461.762,508.282,541.943,585.636,426.316,455.359,328.323,346.702,327.759,347.991,387.126,411.504
Pfk,166.228,179.585,144.058,153.188,155.776,168.996,108.168,114.093,73.9263,77.9218,38.4384,39.0122
gem,44.2828,52.3073,37.0573,43.2816,33.2397,39.4309,28.2075,34.1327,43.2518,50.9806,45.7953,53.9085
Syb,64.9378,68.0136,90.1425,92.4728,79.8369,82.0846,117.826,125.904,143.315,152.322,171.391,183.304
Ndg,79.3577,85.9643,73.6131,78.973,52.8855,56.894,20.43,22.0019,25.1803,27.2406,12.4234,13.3447
CPTI,26.7937,26.3838,57.5123,54.3245,52.8925,49.7565,55.2756,54.5315,86.0185,84.9159,78.3759,76.644
CG17765,56.7166,57.5477,51.1816,51.953,35.2548,35.759,50.4711,51.2006,55.3945,56.2449,64.958,65.9037
lola,100.416,100.418,66.9167,66.9127,62.7763,62.7763,55.9092,55.9034,118.569,118.569,118.126,118.047
psq,27.4578,26.0582,25.5031,24.9087,12.7097,13.1781,10.9027,10.9043,32.2217,29.8374,31.202,30.5843
CG12934,616.925,616.925,653.855,653.855,647.169,647.169,836.382,836.382,805.562,805.562,789.255,789.255
CG12338,21.8846,27.7755,20.2357,25.5535,26.4091,33.581,40.2694,51.0643,34.4575,43.7962,42.8904,54.3977
CG7220,17.6675,20.9257,24.227,27.3779,21.511,23.1458,37.7025,41.7985,68.053,61.6415,163.35,146.816
CG7637,102.639,134.056,67.1099,79.5588,36.2999,39.981,18.4589,24.1937,22.7538,28.9725,25.3433,33.2766
Prosbeta5,63.2006,65.7054,137.194,143.272,113.506,118.722,158.288,164.65,243.676,253.92,302.302,315.636
RpS15Ab,95.3976,95.3986,78.3839,78.3953,117.594,117.592,77.5421,77.5417,77.0286,77.0311,82.489,82.4845
CG7686,123.662,136.612,56.1118,61.9821,52.7113,58.1814,59.1854,65.3558,69.4706,76.7703,81.8823,90.4899
CG6751,118.207,100.114,55.4787,47.5895,40.817,34.8269,15.4622,13.726,17.4147,15.6517,17.4564,15.968
CG18003,87.6011,87.5218,52.3437,52.3063,114.278,114.242,29.5157,33.8528,26.1806,29.5165,33.6519,36.582
CG7712,193.859,255.367,161.691,213.178,144.512,190.532,90.5992,119.24,56.9242,74.7765,51.9946,67.9623
Rpb5,84.1996,79.9861,46.9331,44.6054,32.1831,30.847,23.9284,23.1259,30.4818,29.078,33.4664,31.8154
TpnC47D,660.899,994.031,626.289,939.07,908.659,1359.49,427.799,639.574,137.148,204.866,48.1773,71.8277
CG9067,12.0608,12.617,15.0195,16.0963,11.8763,12.654,13.6559,14.4159,15.8684,16.4205,19.4505,20.7395
CG13220,112.838,112.838,156.686,156.686,136.771,136.771,68.7936,68.7936,52.6715,52.6715,60.9687,60.9687
dare,12.4719,12.3447,18.7105,18.6343,14.3362,14.1889,12.4835,12.3049,11.8786,11.6222,13.2431,13.1178
CG42336,138.203,145.264,309.346,315.339,236.052,241.102,175.36,186.117,97.1071,108.032,79.9975,94.4573
Fpps,11.7891,12.2715,28.8709,30.0355,31.4937,32.7576,38.0133,39.4919,35.6355,37.0296,35.6528,37.0447
etaTry,22.5415,24.682,29.5259,32.0511,19.6603,20.6536,39.8257,42.7283,22.415,24.4432,13.7684,14.9024
thetaTry,72.4301,71.6335,212.542,210.2,109.484,108.587,289.602,286.472,133.209,131.799,51.8335,51.2605
alphaTry,840.788,840.788,495.61,495.61,119.059,119.059,129,129,159.926,159.926,180.562,180.562
epsilonTry,854.571,854.571,1503.9,1503.9,740.171,740.171,1984.01,1984.01,1232.31,1232.31,542.555,542.555
betaTry,31.2503,31.2503,102.351,102.351,44.95,44.95,64.685,64.685,37.4916,37.4916,14.9311,14.9311
iotaTry,13.2722,13.3373,22.3179,22.4275,20.3153,20.415,88.2973,88.7306,44.95,45.1433,14.4417,14.5126
CG12384,57.8854,82.6689,71.0457,101.496,94.6692,134.926,203.699,290.608,220.815,315.445,214.052,305.658
san,48.3104,60.0064,49.086,60.9361,33.8877,42.1063,24.5501,30.4827,25.764,31.8814,31.032,38.3835
Tapdelta,250.617,318.177,427.256,542.563,260.984,331.384,156.988,199.317,127.329,161.553,147.221,186.489
CG9027,69.9939,88.0175,54.2008,67.57,46.4466,57.6714,125.55,155.753,142.285,176.337,128.733,161.203
CG30022,12.414,13.4942,15.948,17.3274,21.3638,23.1868,20.0901,21.8383,14.5628,15.8301,13.3856,14.5505
Drip,28.8642,33.3625,53.3717,50.5335,43.7139,37.4176,18.2044,19.4839,28.3334,31.8896,42.8289,48.7065
CG7777,17.6426,18.918,17.3152,18.5858,17.2094,18.5109,21.8073,22.947,48.7388,52.3114,99.5289,106.551
CG30035,47.6595,47.6967,37.6293,37.6662,58.8068,58.8554,64.3294,64.3833,70.197,70.2478,36.415,36.4382
wal,200.596,244.663,243.085,295.751,294.567,359.467,150.13,183.092,107.416,131.214,87.0803,106.095
CG13192,12.5865,15.2697,13.6389,16.5732,13.7575,16.3875,11.8056,14.1276,13.1043,15.905,16.3523,19.4193
Mtor,11.3001,11.8831,12.3983,13.0108,11.2846,11.8703,12.7939,13.4269,21.4177,22.5044,23.4766,24.6296
ERp60,273.039,298.888,494.098,540.913,345.298,377.955,276.019,302.182,339.016,371.115,365.349,400.041
Ef1alpha48D,7274.92,7717.83,7290.11,7549.7,6794.64,7151.4,5949.17,6225.3,6546.91,6746.77,6699.36,7051.94
CG8979,28.3128,27.2968,33.582,32.4921,23.3633,22.7496,40.8166,39.4297,65.77,63.6147,88.5712,86.5576
RnrS,42.989,47.0347,46.6115,50.9981,26.8578,29.3854,24.2182,26.4824,27.1077,29.6453,34.8999,38.1843
rho-7,27.4494,31.359,32.732,36.6021,25.7202,30.2041,20.533,23.1982,21.5999,23.8342,25.1397,27.9846
128up,87.8211,101.41,72.2941,83.3774,47.5812,54.9351,27.4824,31.7436,29.2928,33.8378,33.9126,39.1271
CG8888,38.2516,39.6457,69.6164,72.1374,155.705,161.348,196.161,203.194,244.522,253.229,204.042,211.302
CG18343,26.9824,25.2993,53.8045,50.6187,62.2968,57.5384,121.919,114.286,131.709,124.708,134.587,126.596
CG8378,19.2226,19.04,14.866,14.7432,12.3912,12.2579,12.5421,12.4214,18.5076,18.3207,20.4588,20.2969
Prp8,35.1751,35.6204,33.3158,33.756,22.3617,22.6254,19.5346,19.8137,29.716,30.0753,31.1432,31.6906
CG34232,99.3249,95.196,98.1825,95.0863,46.1657,44.9443,89.9351,86.4725,96.7948,96.5035,64.9479,64.5571
Oda,222.413,250.636,207.123,233.698,198.698,222.885,336.547,373.102,381.761,422.806,334.41,373.526
SmD3,47.4727,60.5331,41.7458,53.0468,33.3792,41.9683,38.0541,47.8256,51.5396,64.9941,53.9529,67.6547
Cct5,379.709,378.902,294.55,294.933,231.155,230.482,109.78,110.07,141.639,142.461,154.041,153.696
CG8860,84.6254,85.8841,192.536,188.566,115.151,112.929,139.04,131.767,105.454,102.604,143.868,142.916
DebB,47.5564,47.7786,65.6602,65.9137,39.2057,39.3889,46.0645,46.2797,53.5411,53.7913,61.7881,62.0769
RpS11,3236,3737.9,2438.65,2878.67,2018.8,2383.75,1697,2003.64,1516.46,1791.33,1632.28,1917.55
Cam,318.831,319.221,446.462,451.372,300.01,303.529,241.758,243.694,270.671,272.767,340.045,343.959
garz,18.1223,18.0251,25.7251,25.845,19.9841,20.1406,12.43,12.5263,17.4722,17.3545,17.3373,17.7589
CG8839,47.8484,47.8624,48.6793,48.6939,53.3155,53.2875,86.7633,86.6718,134.806,134.675,183.67,183.278
CG8501,14.7541,14.7382,17.2351,17.195,27.7578,27.6996,37.3954,37.1702,75.9573,74.9535,121.953,120.509
Cpr49Ag,112.613,111.747,125.219,134.948,261.617,261.177,43.0153,45.3129,27.6333,29.094,58.1575,60.45
CG8525,30.6167,30.0887,23.15,22.3718,33.8533,32.5918,30.2196,29.8815,27.3797,27.2304,25.0752,24.9511
Lac,44.8533,48.2781,32.5529,35.0279,23.6533,25.4475,29.3641,31.6055,54.3274,58.4447,70.3833,75.7132
CG8545,87.1441,87.3207,44.7552,44.8459,27.5615,27.6174,13.6896,13.7174,17.4518,17.4872,21.0623,21.105
CG8818,42.8605,45.3029,39.8953,42.7809,35.0338,37.5672,33.0832,35.9851,36.4393,39.0164,37.9242,41.2454
Sin3A,31.6372,31.5796,21.1989,21.1952,19.2023,19.2327,16.3539,16.4329,33.0507,33.1071,34.8487,34.727
Amph,59.4349,53.9168,79.8006,74.3554,61.1837,54.0659,19.9841,17.9502,14.3472,12.903,10.8846,10.0377
spt4,16.2367,18.7979,33.6331,44.7997,20.1095,25.739,22.0352,28.2725,25.4496,31.843,31.2635,35.2311
CG8778,22.6735,25.6196,47.7351,53.8794,45.5451,51.2182,18.397,20.7551,12.5933,14.2841,14.0522,15.8649
CG8776,65.5217,67.4123,39.4479,41.4089,55.3388,57.7981,33.4235,34.6303,23.4838,24.8606,26.4103,27.5718
ox,422.89,486.107,430.962,494.53,363.854,414.007,266.422,306.714,125.818,144.314,121.664,139.406
Dgkepsilon,12.3837,12.3818,12.8506,12.8472,11.7931,11.7894,16.5822,16.5782,22.3459,22.3388,22.0673,22.0468
Nacalpha,1405.25,1496.67,1103.04,1174.05,902.581,960.814,622.903,662.887,607.582,646.847,589.564,627.765
CG17574,46.0417,44.4705,58.0614,56.1233,43.0572,42.152,113.557,111.165,95.2971,93.3551,105.212,103.295
bic,573.05,610.104,412.281,438.798,355.781,379.07,232.613,247.861,254.593,271.09,268.807,286.182
CG3814,52.8807,60.4255,77.8071,88.2626,50.5936,57.8737,46.3424,53.5666,18.4842,21.4301,22.0984,25.0837
Nmda1,34.0633,34.8666,29.5034,30.7059,31.4569,32.1677,46.2943,47.3078,60.1773,60.6875,94.4108,95.7815
Aats-asp,109.247,121.114,110.426,121.701,103.484,114.243,92.7574,102.275,92.6089,99.8295,126.567,135.862
CG13319,13.4963,12.68,19.754,18.3727,15.5133,14.3055,21.8579,20.3731,26.2927,23.7893,28.1119,26.2055
Mdr49,25.5885,24.0315,22.9827,21.7436,21.8557,20.8662,11.4937,11.0879,10.5974,10.1548,19.2402,17.908
CG3884,129.127,136.738,129.175,136.35,138.255,144.846,119.842,126.448,82.2692,87.2286,52.9079,56.8768
CG13321,394.263,435.718,365.35,430.487,364.058,382.618,179.595,191.048,102.549,102.382,54.4279,56.8034
CG13323,365.651,365.651,386.284,386.284,592.557,592.557,135.439,135.439,135.785,135.785,130.305,130.305
CG13324,37.6432,33.6711,39.2224,38.2955,62.1072,58.4257,30.7728,28.8401,28.6572,27.607,17.023,16.0919
TppII,33.0489,32.902,41.2597,40.5612,37.4221,36.9622,47.8886,46.9539,82.093,80.844,108.167,105.687
CG34439,145.16,230.628,139.136,219.554,98.9394,153.584,72.6363,115.67,45.2309,68.4368,44.2033,64.9465
Spt-I,34.2019,35.8534,36.9632,38.7358,28.6347,29.7411,23.2777,24.2754,25.5453,26.8656,29.2065,29.118
CG33138,36.6493,38.7607,47.8348,50.5758,98.1405,103.773,56.5743,59.8123,21.0053,22.2154,10.5238,11.1301
Aats-val,46.8247,46.0775,53.1055,52.2851,37.8031,37.1845,14.5886,14.3495,17.486,17.3472,18.0645,17.7373
CG4646,19.808,24.6983,23.5014,29.0734,20.0037,24.6126,15.8298,19.7729,17.1709,21.2584,19.8731,23.9902
CG17059,16.8263,18.207,29.609,31.7373,26.5381,28.4126,35.9881,38.3555,37.5824,40.6781,45.9964,51.2896
CG4663,18.1129,19.9193,15.2121,16.5741,15.8322,17.4495,21.0818,23.0802,20.5343,22.5456,22.4531,24.4685
CG4670,21.3014,22.2068,31.4819,32.8138,34.6844,36.113,32.6772,34.0743,29.0331,30.2663,22.8603,23.8028
Mp20,2007.68,2225.63,1829.25,2056.64,2752.62,3145.46,1921.92,2181.15,1102.83,1253.36,907.819,1036.39
CG4734,61.7255,68.5383,57.8839,64.3003,137.473,152.399,418.965,464.716,347.986,386.137,191.066,212.016
CG42321,22.0717,21.4041,18.0466,17.869,15.271,14.8875,12.3248,12.2765,18.8087,18.5077,20.1759,19.9222
drk,11.7484,12.0638,19.6015,20.1085,13.88,14.484,19.9045,20.4289,33.5013,34.2841,44.3188,45.4278
EfTuM,293.44,299.52,272.297,277.669,197.017,200.68,43.5774,44.528,43.4821,44.4624,39.9608,40.854
CG6145,19.764,20.2983,21.7805,22.1133,19.6193,19.8534,21.9232,22.1884,31.4186,31.8038,49.5316,50.841
Roe1,87.6829,96.3099,85.3231,91.7442,61.5527,68.6027,21.5965,24.0222,23.6581,26.3991,27.5681,30.7264
CG13335,19.7247,19.5341,24.7866,24.2818,66.4635,66.1724,57.6654,57.4403,58.1809,57.814,48.8154,48.6563
CG6191,21.5499,22.6681,14.4501,15.1927,13.6337,14.3438,11.3029,11.8916,23.535,24.7543,31.4453,33.073
CG6197,14.0241,14.3403,14.1342,14.4407,10.534,10.7715,11.6703,11.9335,15.8519,16.2094,16.2788,16.6334
fl(2)d,25.1976,25.2616,20.7989,20.8491,14.967,14.8877,12.6448,12.6541,24.3607,24.3979,32.5172,32.5116
CG6543,285.62,296.975,360.237,374.232,532.795,553.895,251.136,260.892,109.898,114.212,74.3032,77.1185
CG13343,11.7552,11.8377,16.816,16.9356,15.4491,15.4979,13.7157,13.7741,15.6101,15.68,16.1857,16.3447
CG16935,28.553,25.8327,38.8231,34.6763,41.7782,37.5834,31.4712,28.5618,23.1187,21.7211,20.8246,18.3647
shot,47.9836,40.4914,33.7157,28.2339,60.147,50.6644,19.2345,16.0525,45.8074,39.0106,39.6107,33.2423
AGO1,40.0854,38.6354,24.3093,23.304,17.3687,16.7859,10.9688,10.4956,38.7544,37.6657,48.5806,48.3089
CG13349,46.8774,46.8949,81.9975,83.1368,65.8903,69.1896,98.856,98.9971,179.586,185.872,244.122,254.493
Cp1,88.0794,77.0814,177.258,172.957,218.51,213.186,278.689,273.523,526.24,522.268,773.224,772.123
Aats-phe,33.2037,34.6115,35.779,36.8073,31.1655,32.9421,20.5331,21.5754,17.5933,18.2949,20.3065,21.0233
Tango7,208.074,236.106,196.298,222.21,133.121,150.566,127.457,144.152,138.112,156.566,156.54,177.184
CG8331,154.583,168.166,222.232,256.156,176.321,201.373,219.79,249.4,163.327,180.046,150.371,160.814
mRpS16,63.7065,76.7147,70.2211,82.2617,46.5011,54.7048,20.257,23.8947,21.4155,25.7254,26.0471,30.7417
cg,39.6168,34.6613,25.4935,23.1765,21.0721,19.0441,22.7771,20.8135,40.0463,36.0051,46.0153,43.3564
RpS23,2538.78,3307.86,2210.4,2879.69,1588.51,2069.67,1392.27,1813.97,1279.98,1667.7,1410.69,1837.86
CG8468,113.696,113.202,101.751,101.897,67.0839,67.2444,41.269,41.5133,44.2812,44.1629,49.2328,49.097
opa1-like,51.947,51.5627,50.853,50.7141,46.2814,45.982,31.3049,31.0725,32.0016,31.8673,32.2194,32.0942
Hsc70-5,306.336,310.652,269.346,272.641,189.961,195.308,45.3158,46.4713,48.6639,49.5202,51.2577,52.2517
CG8531,52.7587,57.6782,61.5252,67.4128,49.1096,53.2885,25.3746,27.9626,27.9836,30.6608,30.9949,33.7844
CG8547,82.4936,83.2127,44.7544,46.8112,61.7182,62.0935,66.1008,67.1747,90.7383,92.1402,80.8448,83.7515
SelD,153.386,160.964,139.765,146.839,109.938,115.529,76.4815,80.4056,100.217,105.474,101.734,106.727
CG8613,10.9932,11.1803,11.5146,11.762,10.8338,10.9231,12.6894,12.8592,13.3973,13.5019,14.7889,14.8433
Tfb1,27.5568,28.1424,19.3494,19.8176,20.7794,21.2295,26.0568,26.6782,30.1599,30.9393,31.7422,32.3645
CG17385,44.1596,46.3789,35.6201,36.6922,35.3103,35.6057,34.2888,36.6485,41.153,42.2824,39.0217,42.4977
L,25.813,24.2184,16.3322,16.2568,20.1122,19.2208,19.3267,18.3913,18.2839,17.4739,19.0581,18.4321
Cpr51A,11.9501,13.2836,296.394,305.56,325.121,337.29,31.5279,32.7944,29.3617,31.2087,14.3545,15.189
LamC,154.511,166.202,105.49,112.815,118.023,126.727,58.2298,62.0427,59.7991,63.8454,31.2862,33.4026
CG30077,13.9848,17.2283,15.0571,17.8653,10.8407,12.2906,12.681,15.6077,13.192,16.3227,17.784,21.0795
Sec61beta,199.475,235.358,380.7,449.149,262.672,309.86,148.936,175.682,128.589,151.599,183.033,215.933
CG10131,28.4738,35.5171,43.5538,54.3629,44.6476,55.7675,16.9775,21.2266,18.6999,23.3003,16.4127,20.3775
Rpn6,50.244,49.0739,91.9349,89.4885,67.4233,66,114.322,112.616,222.432,217.614,367.91,359.688
CG12859,166.825,208.808,155.698,194.428,142.333,178.521,71.9003,89.4797,43.0018,52.4987,36.6669,43.319
BEAF-32,27.7586,25.597,22.5161,21.5018,16.2073,15.5905,23.516,22.9498,33.431,31.8685,40.5457,39.9792
CG10200,274.671,301.718,347.308,381.831,267.42,293.775,112.1,123.265,64.0808,70.5543,78.5967,86.2227
CG10205,16.4452,16.8742,75.5664,78.2102,27.3508,29.1335,11.7092,12.1645,11.7864,12.486,11.8623,12.4478
NaPi-T,24.6301,25.8652,13.6065,14.2828,24.721,25.9623,16.3126,17.1284,12.7325,13.3598,14.2348,14.9352
Ciao1,47.5849,47.5851,38.3882,38.3889,30.9441,30.9472,24.2324,24.234,28.2731,28.2799,30.5248,30.5251
Pcf11,18.5384,14.5813,15.02,11.2682,13.703,10.4235,17.4384,12.1251,25.0791,18.3364,32.2588,20.5414
Cyp6a17,20.6743,24.4479,13.6651,16.1017,18.998,22.4023,32.4143,38.243,16.4173,19.2889,10.6668,12.4673
CG10249,28.2137,28.1692,27.0887,27.0412,32.9925,32.9934,19.7548,19.7679,19.3971,19.4212,16.887,16.6067
